First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills,Family Income Numeric
Robert,robert@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,Facebook,College,Students,2024,Amer,8.7,6,0-2 Lakh,16,no,1.0
Eddie,eddie@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,College,Students,2025,Barmer,9.1,3,0-2 Lakh,9,no,1.0
Mary,mary@xyz.com,1,Product Design & Full Stack,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,SPOC/ College Professor,College,Students,2023,Bikaner,8.9,5,0-2 Lakh,8,no,1.0
Edward,edward@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp | SPOC/ College Professor,College,Students,2024,Jalor,7.3,3,0-2 Lakh,7,no,1.0
Harry,harry@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,SPOC/ College Professor,College,Students,2025,Jhalwar,8.6,6,0-2 Lakh,8,no,1.0
Mario,mario@xyz.com,1,Product Design & Full Stack,Attending,silicon institute of technology,Whatsapp,College,Students,2023,Jodhpur,9.2,6,0-2 Lakh,15,no,1.0
Rudy,rudy@xyz.com,1,Product Design & Full Stack,Attending,adhiyamaan college of engineering,Whatsapp,College,Students,2025,Kota,7.8,5,0-2 Lakh,8,no,1.0
Anthony,anthony@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,SPOC/ College Professor,College,Students,2023,Pali,7.9,6,0-2 Lakh,21,no,1.0
Herman,herman@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,Whatsapp,College,Students,2024,Sikar,9.9,3,0-2 Lakh,5,yes,1.0
Douglas,douglas@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,Whatsapp,College,Students,2024,Ahemdabad,8.1,5,0-2 Lakh,21,yes,1.0
Terry,terry@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",SPOC/ College Professor,College,Students,2026,Amreli,9.5,8,0-2 Lakh,23,no ,1.0
Terry,terry@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,College,Students,2023,Dwarka,9.8,5,0-2 Lakh,9,no ,1.0
Margaret,margaret@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,College,Students,2025,Godhra,9.6,6,0-2 Lakh,28,yes,1.0
Theresa,theresa@xyz.com,1,Product Design & Full Stack,Attending,st.francis institute of technology,Whatsapp,College,Students,2023,Jamnagar,9.6,3,0-2 Lakh,5,yes,1.0
Jeffery,jeffery@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,Whatsapp,College,Students,2024,Junagadh,6.2,5,0-2 Lakh,8,no,1.0
Sean,sean@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,SPOC/ College Professor,College,Students,2024,Kheda,9.1,5,0-2 Lakh,19,no,1.0
Linda,linda@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",Whatsapp,College,Students,2025,Morbi,7.2,3,0-2 Lakh,18,no,1.0
Steven,steven@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Youtube | Instagram | Whatsapp,College,Students,2026,Nadiad,9.5,8,0-2 Lakh,23,yes,1.0
Alan,alan@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,College,Students,2023,Navsari,6.8,3,0-2 Lakh,5,no,1.0
James,james@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,Whatsapp,College,Students,2023,Okha,8.4,6,0-2 Lakh,8,no,1.0
Ronald,ronald@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,College,Students,2024,Rajkot,9.9,8,0-2 Lakh,19,no,1.0
Roosevelt,roosevelt@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,College,Students,2025,Surat,6.6,8,0-2 Lakh,9,no,1.0
Richard,richard@xyz.com,1,Product Design & Full Stack,Attending,"thakur institute of management studies, career development & research - [timscdr]",SPOC/ College Professor,College,Students,2025,Valsad,6.7,6,0-2 Lakh,17,no,1.0
Chad,chad@xyz.com,1,Product Design & Full Stack,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,College,Students,2024,Ambala,7.6,6,0-2 Lakh,13,yes,1.0
Frederick,frederick@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Youtube | Friend/ Classmate,College,Students,2023,Chandigarh,8.3,5,0-2 Lakh,11,yes,1.0
Sharon,sharon@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",SPOC/ College Professor,College,Students,2026,Faridabad,6.3,3,0-2 Lakh,15,no ,1.0
Phyllis,phyllis@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,SPOC/ College Professor,College,Students,2023,Kunrool,8.9,5,0-2 Lakh,19,no ,1.0
Brandon,brandon@xyz.com,1,Product Design & Full Stack,Attending,silicon institute of technology,Whatsapp,College,Students,2024,Tirupati,9.5,6,0-2 Lakh,18,yes,1.0
Kevin,kevin@xyz.com,1,Product Design & Full Stack,Attending,adhiyamaan college of engineering,Whatsapp,College,Students,2024,Vijaywada,8.5,8,0-2 Lakh,12,yes,1.0
Dorothy,dorothy@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,SPOC/ College Professor,College,Students,2025,Guwahati,8.8,3,0-2 Lakh,8,no,1.0
Rosa,rosa@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,College,Students,2023,Tezpur,7.5,5,0-2 Lakh,7,yes,1.0
Mark,mark@xyz.com,1,Product Design & Full Stack,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,College,Students,2024,Sivasagar,8.3,3,0-2 Lakh,13,no,1.0
James,james@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,College,Students,2026,Burani,6.4,8,0-2 Lakh,19,no,1.0
Gilbert,gilbert@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,College,Students,2025,Chapra,7.7,8,0-2 Lakh,22,no,1.0
Christopher,christopher@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp,College,Students,2023,Darbhanga,9.9,8,0-2 Lakh,20,no,1.0
Andrea,andrea@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp | SPOC/ College Professor,College,Students,2025,Gaya,7.6,5,0-2 Lakh,9,yes,1.0
Jose,jose@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,College,Students,2024,Haijipur,7.9,8,0-2 Lakh,20,yes,1.0
William,william@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,SPOC/ College Professor,College,Students,2023,Jamalpur,7.7,8,0-2 Lakh,15,no ,1.0
Marion,marion@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,College,Students,2024,Kaithar,7.4,8,0-2 Lakh,17,no ,1.0
Maria,maria@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp | SPOC/ College Professor,College,Students,2026,Motihari,9.2,8,0-2 Lakh,19,yes,1.0
Ray,ray@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,College,Students,2023,Munger,7.6,5,0-2 Lakh,13,yes,1.0
Robert,robert@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,College,Students,2025,Patna,8.7,6,0-2 Lakh,11,no,1.0
Kimberly,kimberly@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,SPOC/ College Professor,College,Students,2025,Sasaram,6.9,5,0-2 Lakh,10,no,1.0
Patrick,patrick@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",Whatsapp | SPOC/ College Professor,College,Students,2023,Chandigarh,6.9,6,0-2 Lakh,10,no,1.0
Ann,ann@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Whatsapp,College,Students,2023,Ambikapur,7.2,8,0-2 Lakh,15,no,1.0
Louise,louise@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,Whatsapp,College,Students,2025,Durg,6.5,8,0-2 Lakh,20,no,1.0
John,john@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,College,Students,2024,Raipur,7.5,5,0-2 Lakh,21,no,1.0
Herman,herman@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp | SPOC/ College Professor,College,Students,2024,Daman,6.9,3,0-2 Lakh,9,yes,1.0
George,george@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,College,Students,2025,Diu,7.6,3,0-2 Lakh,9,yes,1.0
John,john@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,College,Students,2023,Silvassa,6.5,8,0-2 Lakh,8,no ,1.0
Peter,peter@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,SPOC/ College Professor,College,Students,2023,Delhi,7.3,3,0-2 Lakh,7,no ,1.0
Robert,robert@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,College,Students,2026,New Delhi,6.7,6,0-2 Lakh,21,yes,1.0
Alan,alan@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp,College,Students,2024,Panji,8.7,8,0-2 Lakh,5,yes,1.0
Jay,jay@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",SPOC/ College Professor,College,Students,2023,Madgaon,6.7,5,0-2 Lakh,16,no,1.0
Maxine,maxine@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp | SPOC/ College Professor,College,Students,2025,Ahemdabad,9.0,8,0-2 Lakh,21,no,1.0
Roger,roger@xyz.com,1,Product Design & Full Stack,Attending,st.francis institute of technology,Whatsapp,College,Students,2025,Amreli,7.2,8,0-2 Lakh,8,no,1.0
Kenneth,kenneth@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,Whatsapp,College,Students,2023,Dwarka,8.5,6,0-2 Lakh,7,yes,1.0
Richard,richard@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,SPOC/ College Professor,College,Students,2024,Godhra,6.5,8,0-2 Lakh,20,no,1.0
Charles,charles@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",Youtube | Whatsapp,College,Students,2024,Jamnagar,6.6,3,0-2 Lakh,9,no,1.0
John,john@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",SPOC/ College Professor,College,Students,2023,Junagadh,9.5,5,0-2 Lakh,13,no,1.0
Jean,jean@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,SPOC/ College Professor,College,Students,2026,Morbi,9.7,6,0-2 Lakh,17,no,1.0
William,william@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp | Email,College,Students,2023,Nadiad,9.3,8,0-2 Lakh,19,yes,1.0
Terri,terri@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp | Friend/ Classmate,College,Students,2025,Navsari,9.1,5,0-2 Lakh,21,yes,1.0
Thomas,thomas@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,College,Students,2024,Okha,7.6,5,0-2 Lakh,8,no ,1.0
Donald,donald@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,College,Students,2023,Surat,7.9,6,0-2 Lakh,8,yes,1.0
Katherine,katherine@xyz.com,1,Product Design & Full Stack,Attending,silicon institute of technology,Whatsapp,College,Students,2023,Valsad,8.5,3,0-2 Lakh,7,yes,1.0
Johnnie,johnnie@xyz.com,1,Product Design & Full Stack,Attending,adhiyamaan college of engineering,Whatsapp,College,Students,2026,Ambala,8.7,6,0-2 Lakh,25,no,1.0
Joyce,joyce@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,Whatsapp,College,Students,2025,Chandigarh,8.3,8,0-2 Lakh,21,no,1.0
Monica,monica@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,Whatsapp | Friend/ Classmate,College,Students,2025,Faridabad,9.4,6,0-2 Lakh,30,no,1.0
Anna,anna@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,Whatsapp,College,Students,2024,Gurugram,8.6,6,0-2 Lakh,24,yes,1.0
Roger,roger@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,College,Students,2024,Hisar,8.5,8,0-2 Lakh,8,no,1.0
Lucille,lucille@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Youtube,College,Students,2023,Jind,9.1,5,0-2 Lakh,19,no,1.0
Kathleen,kathleen@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,College,Students,2023,Kaithal,7.7,6,0-2 Lakh,21,no,1.0
Marie,marie@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp,College,Students,2026,Karnal,7.5,5,0-2 Lakh,17,no,1.0
Jerry,jerry@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",SPOC/ College Professor,College,Students,2024,Panipat,7.2,8,0-2 Lakh,18,no,1.0
Eva,eva@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",SPOC/ College Professor,College,Students,2024,Rewari,7.6,5,0-2 Lakh,9,yes,1.0
John,john@xyz.com,1,Product Design & Full Stack,Attending,st.francis institute of technology,SPOC/ College Professor,College,Students,2025,Rohtak,7.3,8,0-2 Lakh,8,yes,1.0
James,james@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,Whatsapp,College,Students,2023,Sirsa,7.3,6,0-2 Lakh,8,no ,1.0
Armando,armando@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,SPOC/ College Professor,College,Students,2023,Sonipat,9.4,3,0-2 Lakh,8,no ,1.0
Edwin,edwin@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",Whatsapp | Friend/ Classmate,College,Students,2025,Chamba,6.6,8,0-2 Lakh,8,yes,1.0
George,george@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Whatsapp,College,Students,2024,Kangra,6.6,6,0-2 Lakh,8,yes,1.0
Luis,luis@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,College,Students,2026,Hamirpur,8.5,8,0-2 Lakh,9,no,1.0
Jennifer,jennifer@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,SPOC/ College Professor,College,Students,2024,kullu,7.7,3,0-2 Lakh,9,no,1.0
Timothy,timothy@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp | SPOC/ College Professor,College,Students,2023,Mandi,8.1,8,0-2 Lakh,17,no,1.0
Louise,louise@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,Youtube,College,Students,2025,Shimla,7.9,8,0-2 Lakh,13,yes,1.0
Flossie,flossie@xyz.com,1,Product Design & Full Stack,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,College,Students,2023,Una,7.1,8,0-2 Lakh,11,no,1.0
Stanley,stanley@xyz.com,1,Product Design & Full Stack,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,SPOC/ College Professor,College,Students,2025,Anantnag,8.3,3,0-2 Lakh,15,no,1.0
Karen,karen@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Telegram,College,Students,2024,Baramula,7.7,6,0-2 Lakh,19,no,1.0
Barbara,barbara@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp | SPOC/ College Professor,College,Students,2026,Doda,8.0,8,0-2 Lakh,18,no,1.0
James,james@xyz.com,1,Product Design & Full Stack,Attending,silicon institute of technology,SPOC/ College Professor,College,Students,2024,Jammu,9.4,5,0-2 Lakh,23,yes,1.0
Michael,michael@xyz.com,1,Product Design & Full Stack,Attending,adhiyamaan college of engineering,Whatsapp,College,Students,2025,Punch,6.8,8,0-2 Lakh,8,yes,1.0
William,william@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,LinkedIn | Whatsapp | Cloud Counselage Website | Friend/ Classmate,College,Students,2024,Srinagar,7.9,5,0-2 Lakh,7,no ,1.0
Wallace,wallace@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",SPOC/ College Professor,College,Students,2023,Badmi,6.9,8,0-2 Lakh,19,yes,1.0
Warren,warren@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Youtube,College,Students,2025,Belgavi,7.2,8,0-2 Lakh,6,no,1.0
Anna,anna@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",Cloud Counselage Website,College,Students,2023,Kolar,9.6,3,0-2 Lakh,15,no,1.0
Daniel,daniel@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Whatsapp,College,Students,2024,Kochi,7.9,5,0-2 Lakh,19,no,1.0
Bryan,bryan@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",LinkedIn | SPOC/ College Professor,College,Students,2024,Kollam,9.3,5,0-2 Lakh,13,no,1.0
Alvaro,alvaro@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp,College,Students,2026,Thrissur,9.6,8,0-2 Lakh,18,yes,1.0
Kenneth,kenneth@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",Instagram | LinkedIn,College,Students,2023,Bhopal,9.1,6,0-2 Lakh,27,yes,1.0
Douglas,douglas@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Youtube | Instagram | Whatsapp | Telegram | Twitter,College,Students,2023,Dhar,7.3,3,0-2 Lakh,10,no ,1.0
Kathleen,kathleen@xyz.com,1,Product Design & Full Stack,Attending,st.francis institute of technology,SPOC/ College Professor,College,Students,2025,Indore,7.5,6,0-2 Lakh,10,no ,1.0
Betty,betty@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,Whatsapp,College,Students,2025,Gwalior,8.0,3,0-2 Lakh,15,yes,1.0
Pamela,pamela@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",SPOC/ College Professor,College,Students,2024,Narwar,7.2,3,0-2 Lakh,12,no,1.0
